creation_date,id,referring_link_click_id,os,initial_ip_address,,,referrring_link_id,referring_link_id,referring_identity_id,link_channel,link_feature,link_stage,link_creation_source,balance,links_created
2015-01-23T17:36:50.010Z,87200000000000000,87200000000000000,Android,73.201.199.68,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-02-20T12:17:56.736Z,97300000000000000,97300000000000000,Android,208.54.86.255,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-11T12:32:23.581Z,94000000000000000,94000000000000000,Android,24.127.1.247,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-07T19:12:05.907Z,92700000000000000,92700000000000000,Android,70.208.150.31,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-02T02:13:20.826Z,90600000000000000,90600000000000000,Android,108.18.111.241,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-31T00:11:43.566Z,89900000000000000,89900000000000000,Android,173.73.38.221,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-24T22:03:19.158Z,87700000000000000,87700000000000000,Android,70.192.193.248,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T12:53:56.452Z,87200000000000000,87200000000000000,Android,66.87.96.50,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-20T20:46:20.257Z,97400000000000000,97400000000000000,Android,98.175.165.14,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-20T19:28:29.847Z,97400000000000000,97400000000000000,Android,69.140.34.138,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-20T04:04:30.409Z,97200000000000000,97200000000000000,Android,166.171.56.164,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-20T02:10:57.842Z,97100000000000000,97100000000000000,Android,73.128.12.213,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-20T00:23:48.356Z,97100000000000000,97100000000000000,Android,50.181.24.104,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-20T00:05:00.788Z,97100000000000000,97100000000000000,Android,71.166.35.237,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-19T23:44:36.756Z,97100000000000000,97100000000000000,Android,70.192.198.35,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-19T22:44:42.853Z,97100000000000000,97100000000000000,Android,173.79.162.175,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-18T20:36:39.013Z,96700000000000000,96700000000000000,Android,70.208.163.37,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-18T14:44:15.178Z,96600000000000000,96600000000000000,Android,100.36.100.107,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-16T17:46:46.656Z,95900000000000000,95900000000000000,Android,208.54.35.237,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-15T22:03:10.028Z,95600000000000000,95600000000000000,Android,98.204.13.46,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-15T19:40:37.759Z,95600000000000000,95600000000000000,Android,73.132.30.65,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-15T16:47:43.257Z,95500000000000000,95500000000000000,Android,70.192.203.221,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-15T16:20:47.163Z,95500000000000000,95500000000000000,Android,166.170.52.25,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-15T02:39:13.978Z,95300000000000000,95300000000000000,Android,166.170.29.158,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-15T02:14:59.938Z,95300000000000000,95300000000000000,Android,73.163.178.81,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-14T20:03:42.092Z,95200000000000000,95200000000000000,Android,76.100.164.131,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-14T16:55:42.129Z,95200000000000000,95200000000000000,Android,100.36.70.239,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-14T16:39:49.478Z,95200000000000000,95200000000000000,Android,73.172.225.28,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-14T05:03:57.495Z,95000000000000000,95000000000000000,Android,108.45.58.146,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-14T03:11:19.745Z,95000000000000000,95000000000000000,Android,71.4.209.201,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-13T22:43:06.661Z,94900000000000000,94900000000000000,Android,72.192.211.248,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-13T22:16:16.495Z,94900000000000000,94900000000000000,Android,173.79.38.175,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-12T13:19:25.328Z,94400000000000000,94400000000000000,Android,172.56.3.4,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-11T05:02:28.135Z,93900000000000000,93900000000000000,Android,50.153.115.159,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-11T02:02:16.338Z,93900000000000000,93900000000000000,Android,72.192.233.168,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-11T00:39:54.707Z,93900000000000000,93900000000000000,Android,73.213.190.229,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-10T21:48:54.483Z,93800000000000000,93800000000000000,Android,108.31.88.121,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-09T22:56:24.943Z,93500000000000000,93500000000000000,Android,108.18.151.109,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-09T13:34:39.306Z,93300000000000000,93300000000000000,Android,172.56.2.243,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-08T16:40:18.533Z,93000000000000000,93000000000000000,Android,72.66.84.193,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-08T00:44:04.973Z,92800000000000000,92800000000000000,Android,173.66.110.41,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-07T16:20:11.680Z,92600000000000000,92600000000000000,Android,69.251.54.10,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-04T02:30:06.373Z,91300000000000000,95200000000000000,Android,100.36.161.158,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-02T22:31:44.855Z,90900000000000000,90900000000000000,Android,63.152.115.192,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-02T22:30:15.788Z,90900000000000000,90900000000000000,Android,74.194.174.134,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-02T22:28:19.704Z,90900000000000000,90900000000000000,Android,67.238.169.1,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-02T22:26:55.360Z,90900000000000000,90900000000000000,Android,23.127.214.203,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-01T18:01:27.772Z,90500000000000000,90500000000000000,Android,108.31.176.140,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-01T06:58:58.080Z,90300000000000000,90300000000000000,Android,68.98.170.170,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-01-31T23:25:56.091Z,90200000000000000,90200000000000000,Android,172.56.2.117,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-01-31T18:43:33.202Z,90100000000000000,90100000000000000,Android,70.192.204.162,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-01-31T15:00:59.963Z,90100000000000000,90100000000000000,Android,66.87.80.128,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-01-31T02:49:57.532Z,89900000000000000,89900000000000000,Android,70.209.101.231,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-01-27T20:18:37.231Z,88700000000000000,88700000000000000,Android,76.100.92.33,,,84100000000000000,84100000000000000,null,Facebook,marketing,null,1,null,0
2015-02-21T04:47:10.870Z,97500000000000000,97500000000000000,Android,198.7.62.193,,,96700000000000000,96700000000000000,null,null,marketing,null,1,null,0
2015-02-21T02:05:37.236Z,97500000000000000,97500000000000000,Android,66.87.83.4,,,96700000000000000,96700000000000000,null,null,marketing,null,1,null,0
2015-02-14T02:29:31.633Z,95000000000000000,95000000000000000,Android,67.180.198.72,,,94900000000000000,94900000000000000,null,null,marketing,null,1,null,0
2015-02-14T02:08:06.616Z,95000000000000000,95000000000000000,Android,67.180.198.72,,,94900000000000000,94900000000000000,null,null,marketing,null,1,null,0
2015-02-14T00:58:15.658Z,94900000000000000,94900000000000000,Android,24.130.8.48,,,94900000000000000,94900000000000000,null,null,marketing,null,1,null,0
2015-02-14T00:53:20.542Z,94900000000000000,94900000000000000,Android,24.130.8.48,,,94900000000000000,94900000000000000,null,null,marketing,null,1,null,0
2015-02-13T22:59:56.472Z,94900000000000000,94900000000000000,Android,177.132.85.40,,,74400000000000000,74400000000000000,null,null,marketing,null,1,null,0
2015-02-13T22:58:37.393Z,94900000000000000,94900000000000000,Android,24.130.8.48,,,74400000000000000,74400000000000000,null,null,marketing,null,1,null,0
2015-02-13T22:02:52.923Z,94900000000000000,94900000000000000,Android,67.180.198.72,,,94900000000000000,94900000000000000,null,null,marketing,null,1,null,0
2015-02-20T05:20:17.506Z,97200000000000000,97200000000000000,Android,172.56.30.35,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-16T00:50:14.035Z,95700000000000000,95700000000000000,Android,70.196.5.99,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-15T10:27:44.917Z,95500000000000000,95500000000000000,Android,69.250.115.61,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-02-13T18:30:29.836Z,94900000000000000,94900000000000000,Android,70.192.197.136,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-13T17:38:38.865Z,94800000000000000,94800000000000000,Android,71.166.57.176,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-02-13T17:07:12.980Z,94800000000000000,94800000000000000,Android,73.39.248.61,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-02-13T16:55:08.656Z,94800000000000000,94800000000000000,Android,70.192.201.70,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-12T16:12:00.070Z,94500000000000000,94500000000000000,Android,74.96.216.42,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-12T01:17:21.888Z,94200000000000000,94200000000000000,Android,73.165.174.119,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-08T05:30:26.027Z,92800000000000000,92800000000000000,Android,172.56.10.60,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T22:40:29.982Z,92000000000000000,92000000000000000,Android,97.85.70.158,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T17:51:58.122Z,91900000000000000,91900000000000000,Android,208.54.70.176,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T17:49:18.696Z,91900000000000000,91900000000000000,Android,70.193.216.64,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T17:01:05.267Z,91900000000000000,91900000000000000,Android,128.223.223.137,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T16:41:58.977Z,91900000000000000,91900000000000000,Android,70.199.145.240,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T16:29:50.683Z,91900000000000000,91900000000000000,Android,72.75.212.179,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T16:10:57.230Z,91900000000000000,91900000000000000,Android,104.33.36.184,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T16:03:24.822Z,91900000000000000,91900000000000000,Android,192.206.119.7,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-05T15:59:14.518Z,91900000000000000,91900000000000000,Android,68.178.59.78,,,84100000000000000,84100000000000000,null,Twitter,marketing,null,1,null,0
2015-02-03T21:36:32.311Z,91300000000000000,91300000000000000,Android,66.87.82.40,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-02-03T15:17:33.478Z,91200000000000000,91200000000000000,Android,75.84.24.59,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-02-02T19:31:05.919Z,90900000000000000,90900000000000000,Android,172.56.2.128,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-31T11:47:01.046Z,90000000000000000,90000000000000000,Android,96.255.104.16,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-31T04:35:14.093Z,89900000000000000,89900000000000000,Android,108.51.235.146,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-30T16:05:24.935Z,89700000000000000,89700000000000000,Android,70.192.212.232,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-29T23:41:04.384Z,89500000000000000,89500000000000000,Android,66.87.83.14,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-29T16:33:54.907Z,89400000000000000,89400000000000000,Android,66.87.82.135,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-24T19:50:54.151Z,87600000000000000,87600000000000000,Android,70.174.161.250,,,86500000000000000,86500000000000000,null,Twitter,marketing,null,1,null,0
2015-01-23T20:17:50.844Z,87300000000000000,87300000000000000,iOS,38.88.32.123,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T16:52:59.612Z,87200000000000000,87200000000000000,iOS,68.100.61.107,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T15:05:18.673Z,87200000000000000,87200000000000000,iOS,108.51.175.56,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T14:11:30.608Z,87200000000000000,87200000000000000,iOS,166.170.35.176,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T02:17:41.732Z,87000000000000000,87000000000000000,iOS,50.190.65.145,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T01:42:00.769Z,87000000000000000,87000000000000000,iOS,96.231.224.68,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T00:39:41.820Z,87000000000000000,87000000000000000,iOS,69.143.215.186,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T00:14:40.763Z,87000000000000000,87000000000000000,iOS,166.170.34.139,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T00:08:20.411Z,87000000000000000,87000000000000000,iOS,70.192.209.166,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T00:02:33.894Z,87000000000000000,87000000000000000,iOS,172.56.3.113,,,86500000000000000,86500000000000000,null,AB Email,marketing,null,1,null,0
2015-01-23T22:51:06.997Z,87300000000000000,87300000000000000,iOS,216.31.255.3,,,87300000000000000,87300000000000000,null,AKQA,marketing,null,1,null,0
2015-02-20T23:12:48.715Z,97500000000000000,97500000000000000,iOS,104.37.164.183,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-14T21:10:58.726Z,95300000000000000,95300000000000000,iOS,69.140.241.148,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-13T23:05:45.677Z,94900000000000000,94900000000000000,iOS,67.185.245.42,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-13T02:48:12.205Z,94600000000000000,94600000000000000,iOS,70.210.6.171,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-12T17:15:16.577Z,94500000000000000,94500000000000000,iOS,71.71.51.58,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-12T16:39:39.222Z,94500000000000000,94500000000000000,iOS,166.175.63.218,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-12T03:07:13.326Z,94300000000000000,94300000000000000,iOS,24.177.75.192,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-11T10:36:45.486Z,94000000000000000,94000000000000000,iOS,172.242.210.86,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-11T04:55:18.024Z,93900000000000000,93900000000000000,iOS,27.55.31.19,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-09T21:24:06.907Z,93400000000000000,93400000000000000,iOS,32.211.14.10,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-09T00:27:19.437Z,93100000000000000,93100000000000000,iOS,69.143.122.255,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-01T23:43:30.238Z,90600000000000000,90600000000000000,iOS,73.212.74.159,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-01T21:17:11.621Z,90500000000000000,90500000000000000,iOS,96.241.148.173,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-01T18:12:40.249Z,90500000000000000,90500000000000000,iOS,73.201.172.146,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-01T14:50:35.542Z,90400000000000000,90400000000000000,iOS,98.218.226.219,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-02-01T03:40:29.707Z,90300000000000000,90500000000000000,iOS,73.163.111.43,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-31T23:04:42.256Z,90200000000000000,90200000000000000,iOS,69.143.132.199,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-30T23:57:00.722Z,89900000000000000,89900000000000000,iOS,71.75.216.254,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-30T23:52:32.698Z,89900000000000000,89900000000000000,iOS,216.15.52.6,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-30T06:16:39.968Z,89600000000000000,89600000000000000,iOS,97.125.129.125,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-28T03:43:07.287Z,88800000000000000,88800000000000000,iOS,66.44.63.178,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-28T03:00:46.824Z,88800000000000000,88800000000000000,iOS,98.218.1.85,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-27T22:29:52.751Z,88700000000000000,88700000000000000,iOS,162.227.249.170,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-27T21:46:35.113Z,88700000000000000,88700000000000000,iOS,50.90.227.152,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-26T19:44:42.707Z,88300000000000000,88300000000000000,iOS,72.204.243.22,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-26T19:40:05.439Z,88300000000000000,88300000000000000,iOS,76.26.148.79,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-25T23:43:22.700Z,88000000000000000,88000000000000000,iOS,74.90.98.175,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-25T16:24:33.511Z,87900000000000000,87900000000000000,iOS,108.48.126.3,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-25T05:21:29.095Z,87800000000000000,87800000000000000,iOS,104.50.181.4,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-24T23:01:10.341Z,87700000000000000,87700000000000000,iOS,70.208.132.22,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-24T14:36:31.163Z,87500000000000000,87500000000000000,iOS,166.181.67.221,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T21:35:08.957Z,87300000000000000,87300000000000000,iOS,50.160.223.165,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T21:32:02.371Z,87300000000000000,87300000000000000,iOS,72.209.230.113,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T19:18:25.217Z,87300000000000000,87300000000000000,iOS,70.208.134.18,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T17:44:29.694Z,87200000000000000,87200000000000000,iOS,166.170.33.215,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T16:49:35.454Z,87200000000000000,87200000000000000,iOS,108.45.18.223,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T15:21:12.550Z,87200000000000000,87200000000000000,iOS,208.49.85.2,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T11:25:26.784Z,87100000000000000,87100000000000000,iOS,70.192.201.221,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-23T04:30:55.757Z,87000000000000000,87000000000000000,iOS,50.177.31.227,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-22T21:39:39.395Z,86900000000000000,86900000000000000,iOS,179.218.12.75,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-22T15:30:27.796Z,86800000000000000,86800000000000000,iOS,162.233.165.178,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-22T02:50:14.936Z,86600000000000000,86600000000000000,iOS,216.164.59.174,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-22T02:13:56.001Z,86600000000000000,86600000000000000,iOS,69.161.83.43,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-21T20:54:40.498Z,86600000000000000,86600000000000000,iOS,174.239.36.115,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-20T20:57:05.498Z,86200000000000000,86200000000000000,iOS,76.16.147.88,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-20T19:15:33.818Z,86200000000000000,86200000000000000,iOS,208.54.35.250,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-20T18:58:12.995Z,86200000000000000,86200000000000000,iOS,12.154.100.66,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
2015-01-20T18:56:01.157Z,86200000000000000,86200000000000000,iOS,12.154.100.33,,,84100000000000000,84100000000000000,null,BL Info page,marketing,null,1,null,0
